item,itemLabel,startDate,endDate,sourceDate,psid
Q6270816,Jon Gundersen,1992-01-23,1992-05-11,,Q6270816-D9D8C96B-ADF7-4FC1-98DA-C0C318FA8AAC
Q7362136,Roman Popadiuk,1992-05-11,1993-07-30,,Q7362136-ab12ac8f-43f9-3072-0f6d-99ff63fc3bc8
Q11238816,William Green Miller,1993-09-16,1998-01-06,,Q11238816-899a5317-41ad-25af-06e3-906a8f95eedd
Q7614897,Steven Karl Pifer,1997-11-10,2000-10-09,,Q7614897-fda3ba8a-4e5c-b2a2-53bf-06f1555e3f09
Q5042478,Carlos Pascual,2000-10-22,2003-05-01,,Q5042478-6953def0-45fa-e149-73fd-67a23c906e98
Q6230778,John E. Herbst,2003-07-01,2006-05-26,,Q6230778-a2de1494-47b7-ef68-45fe-1389f864cfaa
Q8004870,"William B. Taylor, Jr.",2006-05-30,2009-05-01,,Q8004870-54c1b450-4ccd-6e6e-7bcb-e5ca3ee65d2d
Q500486,John F. Tefft,2009-12-07,2013-07-09,,Q500486-38fe8f4c-4df8-8525-a5b8-e7462af1823b
Q12100764,Geoffrey R. Pyatt,2013-07-30,2016-08-18,,Q12100764-521f55aa-4174-7b03-8a3a-101b29c21bc1
Q6762913,Marie L. Yovanovitch,2016-08-29,2019-05-20,,Q6762913-E896CE5D-7A2D-45CF-9B5E-7B323356AD4A
Q65201082,Joseph Pennington,2019-05-20,2019-05-28,,Q65201082-30151175-A0E7-40C5-BE20-5103E274BA71
Q65200438,Kristina Kvien,2019-05-28,2019-06-18,,Q65200438-C1D23AD6-89E6-4CB4-938F-643C3646B400
Q8004870,"William B. Taylor, Jr.",2019-06-18,2020-01-01,,Q8004870-F130C878-7BC6-4C4A-9A74-D627A959A25C
Q65200438,Kristina Kvien,2020-01-01,2022-05-18,,Q65200438-15E08E45-A7CE-4A39-ACB9-27A1C22CA445
Q66973646,Bridget Brink,2022-05-18,,,Q66973646-A7CDD22B-037A-49D5-B4F1-A7ED189B7651
