item,itemLabel,startDate,endDate,psid
Q12068551,Hugh L. Scott,1914-11-17,1917-09-22,Q12068551-4abe6777-4af6-86c1-ccbc-4e5f6273d196
Q127417,Douglas MacArthur,1930-11-21,1935-10-01,Q127417-53e9f1d7-79da-46f3-8079-fe0ca7584059
Q151414,George Marshall,1939-09-01,1945-11-18,Q151414-92BF04EE-BCEB-4350-BE90-465A95497269
Q2121097,Tasker H. Bliss,1917-09-23,1918-05-19,Q2121097-59e15308-4e42-8413-090e-934b34a213a1
Q2541061,Adna Chaffee,1904-08-19,1906-01-14,Q2541061-d045c5ed-495d-7dd7-0fb5-9f6388e6a557
Q313972,Maxwell Davenport Taylor,1955-06-30,1959-06-30,Q313972-CB439018-D91F-4B54-9D4A-5C761A049502
Q328351,Malin Craig,1935-10-02,1939-08-31,Q328351-ccc001a5-d817-4f1b-bde4-a6bcc23d2ed0
Q373274,Eric Shinseki,1999-06-21,2003-06-11,Q373274-2C9CB5D8-273D-43D2-A2BF-2477C09BE9F9
Q373428,Peyton C. March,1918-05-20,1921-06-30,Q373428-14ea9b50-406f-fe27-32f0-d1e1dc2e14e5
Q5342154,Edward C. Meyer,1979-06-22,1983-06-21,Q5342154-effa2f13-79f5-4752-b175-91fd6a125908
Q5538468,George Decker,1960-10-01,1962-09-30,Q5538468-72cd93ec-4f8b-5502-0967-aa110e23db93
Q6105750,J. Franklin Bell,1906-04-14,1910-04-21,Q6105750-a47dc661-4d32-848a-4f5c-85e2f3347535
Q6963925,John C. Bates,1906-01-15,1906-04-13,Q6963925-4ea23d6f-4408-fe13-dccf-68fb465a7ee6
Q7083474,Samuel Baldwin Marks Young,1903-08-15,1904-01-08,Q7083474-6b49ceae-4eef-3daf-c820-b53f20ea95a7
Q719941,Raymond T. Odierno,2011-09-07,2015-08-14,Q719941-c593cb4e-c340-4ee1-9962-9a53184e864b
Q8019943,William Wallace Wotherspoon,1914-04-22,1914-11-16,Q8019943-52691ff4-48b0-ef5e-da65-4e28605aa0d5
Q887716,Leonard Wood,1910-04-22,1914-04-21,Q887716-fd304f6d-4f18-1938-0b4d-f701c6d37789
Q9916,Dwight D. Eisenhower,1945-11-19,1948-02-06,Q9916-7897D900-42DC-4F7C-8D75-BB1FE8BC5E3F
