position,title
Q11144,Supreme Court Justice
Q7994871,White House Deputy Chief of Staff
Q7450652,Senior Advisor to the President
Q732029,Counselor to the President
Q2306431,White House Press Secretary
Q3708975,White House Communications Director
Q5097041,Chief of Staff to the Vice-President
Q18392309,Special Assistant to the President
Q21028311,White House Cabinet Secretary
Q7889748,Deputy Secretary of Agriculture
Q7889749,Deputy Secretary of Commerce
Q2297543,Deputy Secretary of Defence
Q7889750,Deputy Secretary of Education
Q16973531,Deputy Secretary of Energy
Q17099892,Deputy Secretary of Health
Q7889752,Deputy Secretary of Homeland Security
Q7889753,Deputy Secretary of Housing and Urban Development
Q7889756,Deputy Secretary of the Interior
Q7889754,Deputy Secretary of Labor
Q2301213,Deputy Secretary of State
Q16829406,Deputy Secretary of Transportation
Q11285124,Deputy Secretary of the Treasury
Q7889757,Deputy Secretary of Veterans Affairs
Q5261055,Deputy National Security Advisor
Q28069466,Homeland Security Advisor
Q4808997,Assistant Secretary of State for African Affairs
Q4808999,Assistant Secretary of State for Educational and Cultural Affairs
Q91638772,Assistant Secretary of the Interior for Indian Affairs
Q1364289,Deputy Attorney General
Q16300323,Director of the Office of Management and Budget
Q2298067,Solicitor General
Q2666591,Chair of the Federal Reserve
Q107600102,Vice Chair of the Federal Reserve
Q2916001,Vice Chairman of the Joint Chiefs of Staff
Q1373217,Vice Chief of Naval Operations
Q1355859,Vice Chief of Staff of the Army
Q1115074,Commandant of the Marine Corps
Q1072415,Chief of Naval Operations
Q1057168,Director of the FBI
Q27656,Director of the CIA
Q1837629,ambassador to Afghanistan
Q7889254,ambassador to Albania
Q53497156,ambassador to Algeria
Q1837630,ambassador to Angola
Q7889257,ambassador to Argentina
Q1837635,ambassador to Armenia
Q1715778,ambassador to Australia
Q1837673,ambassador to Austria
Q1625833,ambassador to Azerbaijan
Q1837637,ambassador to Bangladesh
Q1837641,ambassador to Bosnia and Herzegovina
Q7889268,ambassador to Brazil
Q7889269,ambassador to Brunei
Q110627034,ambassador to Burundi
Q7889276,ambassador to Cameroon
Q11811869,ambassador to Canada
Q7889277,ambassador to Cape Verde
Q7889280,ambassador to Chile
Q7889282,ambassador to China
Q7889283,ambassador to Costa Rica
Q7889284,ambassador to Croatia
Q53465336,ambassador to the Czech Republic
Q7889288,ambassador to Denmark
Q7889291,ambassador to East Timor
Q7889297,ambassador to Estonia
Q7889298,ambassador to Ethiopia
Q1837617,ambassador to the European Union
Q7889409,ambassador to the Federated States of Micronesia
Q7889300,ambassador to Finland
Q106090755,ambassador to France
Q7889411,ambassador to the Gambia
Q1837644,ambassador to Georgia
Q326552,ambassador to Germany
Q7889305,ambassador to Greece
Q1837645,ambassador to Guatemala
Q7889306,ambassador to Guinea
Q53498594,ambassador to Haiti
Q1837627,ambassador to the Holy See
Q7889310,ambassador to Honduras
Q7889311,ambassador to Hungary
Q7889312,ambassador to Iceland
Q7341882,ambassador to Indonesia
Q1837622,ambassador to Iraq
Q7889313,ambassador to Ireland
Q386458,ambassador to Israel
Q7889314,ambassador to Italy
Q7889315,ambassador to Ivory Coast
Q7889318,ambassador to Japan
Q267742,ambassador to Kyrgyzstan
Q7889325,ambassador to Latvia
Q7889326,ambassador to Lebanon
Q7889329,ambassador to Lithuania
Q7889330,ambassador to Luxembourg
Q7889335,ambassador to Malaysia
Q7889334,ambassador to Mali
Q7889338,ambassador to Mauritius
Q7889341,ambassador to Moldova
Q7889340,ambassador to Monaco
Q7889343,ambassador to Mongolia
Q1453250,ambassador to Morocco
Q7889414,ambassador to the Netherlands
Q7889347,ambassador to New Zealand
Q7889350,ambassador to Nigeria
Q7889331,ambassador to North Macedonia
Q7889352,ambassador to Norway
Q7889356,ambassador to Panama
Q7889417,ambassador to the Philippines
Q7889358,ambassador to Poland
Q7889360,ambassador to Qatar
Q1515730,ambassador to the Russian Federation
Q7889366,ambassador to Saudi Arabia
Q7889368,ambassador to Serbia
Q7889369,ambassador to Seychelles
Q1837665,ambassador to Singapore
Q917559,ambassador to Slovenia
Q7889373,ambassador to South Africa
Q1837668,ambassador to Spain
Q7889376,ambassador to Sri Lanka and the Maldives
Q7889384,ambassador to Sweden
Q7889381,ambassador to Switzerland and Liechtenstein
Q7889386,ambassador to Tanzania
Q7889393,ambassador to Turkey
Q1747144,ambassador to Turkmenistan
Q1582371,ambassador to Ukraine
Q7889420,ambassador to the United Arab Emirates
Q2841904,ambassador to the United Kingdom
Q1837667,ambassador to Uzbekistan
Q7889398,ambassador to Venezuela
Q1837624,ambassador to Yemen
Q1540736,ambassador to Zimbabwe
Q63343071,ambassador to the Asian Development Bank
Q7889421,ambassador to the United Nations Agencies for Food and Agriculture
Q110709842,Director of the Taipei Office of the American Institute in Taiwan
Q7890889,Permanent Representative to NATO
Q15726790,United States Ambassador
Q20804538,Governor of the Northern Mariana Islands
Q60095901,Lieutenant Governor of Alaska
Q1853515,Lieutenant Governor of Arkansas
Q3238284,Lieutenant Governor of California
Q20948752,Lieutenant Governor of Connecticut
Q17031696,Lieutenant Governor of Delaware
Q913797,Lieutenant Governor of Florida
Q846307,Lieutenant Governor of Georgia
Q912560,Lieutenant Governor of Hawaii
Q3238288,Lieutenant Governor of Illinois
Q288316,Lieutenant Governor of Indiana
Q1853527,Lieutenant Governor of Kansas
Q1532983,Lieutenant Governor of Kentucky
Q383699,Lieutenant Governor of Maryland
Q1274366,Lieutenant Governor of Massachusetts
Q1586403,Lieutenant Governor of Michigan
Q61612454,Lieutenant Governor of Minnesota
Q6544423,Lieutenant Governor of Mississippi
Q1853534,Lieutenant Governor of Montana
Q6544426,Lieutenant Governor of New Jersey
Q6544428,Lieutenant Governor of New York
Q1538949,Lieutenant Governor of North Carolina
Q17059070,Lieutenant Governor of North Dakota
Q1660669,Lieutenant Governor of Ohio
Q1853541,Lieutenant Governor of Oklahoma
Q1402980,Lieutenant Governor of Pennsylvania
Q28020371,Lieutenant Governor of South Carolina
Q1853549,Lieutenant Governor of South Dakota
Q6544436,Lieutenant Governor of Tennessee
Q639115,Lieutenant Governor of Texas
Q28132187,Lieutenant Governor of Vermont
Q931202,Lieutenant Governor of Virginia
Q1853559,Lieutenant Governor of Washington
Q6544443,Lieutenant Governor of the United States Virgin Islands
Q7444359,Secretary of State of Alabama
Q7444360,Secretary of State of Arizona
Q17089716,Secretary of State of Arkansas
Q7024182,Secretary of State of California
Q7444364,Secretary of State of Colorado
Q7444366,Secretary of State of Florida
Q7444367,Secretary of State of Georgia
Q7444368,Secretary of State of Idaho
Q3477292,Secretary of State of Illinois
Q17091482,Secretary of State of Kentucky
Q7444374,Secretary of State of Louisiana
Q7444375,Secretary of State of Maine
Q7444376,Secretary of State of Maryland
Q7444377,Secretary of State of Mississippi
Q16197533,Secretary of State of Montana
Q7444381,Secretary of State of Nevada
Q7444382,Secretary of State of New Mexico
Q7082315,Secretary of State of Oklahoma
Q7101331,Secretary of State of Oregon
Q7444388,Secretary of State of Texas
Q7444392,Secretary of State of Washington
Q7444393,Secretary of State of West Virginia
