position,person,personID,start,end
President,Bill Clinton,Q1124,1993-01-20,2001-01-20
President,George W. Bush,Q207,2001-01-20,2009-01-20
President,Barack Obama,Q76,2009-01-20,2017-01-20
President,Donald Trump,Q22686,2017-01-20,2021-01-20
President,Joe Biden,Q6279,2021-01-20,
Vice President,Al Gore,Q19673,1993-01-20,2001-01-20
Vice President,Dick Cheney,Q48259,2001-01-20,2009-01-20
Vice President,Joe Biden,Q6279,2009-01-20,2017-01-20
Vice President,Mike Pence,Q24313,2017-01-20,2021-01-20
Vice President,Kamala Harris,Q10853588,2021-01-20,
Secretary of Agriculture,Dan Glickman,Q370213,1995-03-30,2001-01-19
Secretary of Agriculture,Ann Veneman,Q292936,2001-01-20,2005-01-20
Secretary of Agriculture,Mike Johanns,Q448880,2005-01-21,2007-09-20
Secretary of Agriculture,Charles F. Conner,Q2967584,2007-09-20,2008-01-28
Secretary of Agriculture,Ed Schafer,Q887102,2008-01-28,2009-01-20
Secretary of Agriculture,Tom Vilsack,Q353826,2009-01-21,2017-01-13
Secretary of Agriculture,Michael Scuse,Q28317075,2017-01-13,2017-01-20
Secretary of Agriculture,Mike Young,Q30274534,2017-01-20,2017-04-25
Secretary of Agriculture,Sonny Perdue,Q525362,2017-04-25,2021-01-20
Secretary of Agriculture,Tom Vilsack,Q353826,2021-02-24,
Secretary of Commerce,William M. Daley,Q1370400,1997-01-30,2000-07-19
Secretary of Commerce,Norman Mineta,Q553502,2000-07-20,2001-01-20
Secretary of Commerce,Donald Evans,Q1240095,2001-01-20,2005-02-07
Secretary of Commerce,Carlos Gutierrez,Q741648,2005-02-07,2009-01-20
Secretary of Commerce,Gary Locke,Q350378,2009-03-26,2011-08-01
Secretary of Commerce,Rebecca Blank,Q510127,2011-08-01,2011-10-21
Secretary of Commerce,John Bryson,Q1365901,2011-10-21,2012-06-21
Secretary of Commerce,Rebecca Blank,Q510127,2012-06-11,2013-06-01
Secretary of Commerce,Cameron Kerry,Q5026282,2013,2013
Secretary of Commerce,Penny Pritzker,Q293365,2013-06-26,2017-01-20
Secretary of Commerce,Wilbur Ross,Q8000233,2017-02-28,2021-01-20
Secretary of Commerce,Gina Raimondo,Q5562913,2021-03-03,
Secretary of Defence,William Cohen,Q710721,1997-01-24,2001-01-20
Secretary of Defence,Donald Rumsfeld,Q184650,2001-01-20,2006-12-18
Secretary of Defence,Robert Gates,Q212979,2006-12-18,2011-07-01
Secretary of Defence,Leon Panetta,Q244631,2011-07-01,2013-02-27
Secretary of Defence,Chuck Hagel,Q381670,2013-02-27,2015-02-17
Secretary of Defence,Ashton Carter,Q4806029,2015-02-17,2017-01-19
